update;0.0;0.0
prediction;0.0;0.0
prediction;0.0;0.0
update;0.0513397587086436;0.09662781110169827
prediction;0.0513397587086436;0.09662781110169827
prediction;0.0513397587086436;0.09662781110169827
prediction;0.0513397587086436;0.09662781110169827
prediction;0.0513397587086436;0.09662781110169827
prediction;0.0513397587086436;0.09662781110169827
prediction;0.0513397587086436;0.09662781110169827
prediction;0.0513397587086436;0.09662781110169827
prediction;0.0513397587086436;0.09662781110169827
update;-0.07005750381171304;0.37363631689392757
prediction;-0.07005750381171304;0.37363631689392757
prediction;-0.07005750381171304;0.37363631689392757
prediction;-0.07005750381171304;0.37363631689392757
prediction;-0.07005750381171304;0.37363631689392757
prediction;-0.07005750381171304;0.37363631689392757
prediction;-0.07005750381171304;0.37363631689392757
prediction;-0.07005750381171304;0.37363631689392757
prediction;-0.07005750381171304;0.37363631689392757
update;1.2517633717547656;0.334208193518161
prediction;1.2517633717547656;0.334208193518161
prediction;1.2517633717547656;0.334208193518161
prediction;1.2517633717547656;0.334208193518161
prediction;1.2517633717547656;0.334208193518161
prediction;1.2517633717547656;0.334208193518161
prediction;1.2517633717547656;0.334208193518161
prediction;1.2517633717547656;0.334208193518161
prediction;1.2517633717547656;0.334208193518161
update;0.19143541531479014;-0.31588683360189174
prediction;0.19143541531479014;-0.31588683360189174
prediction;0.19143541531479014;-0.31588683360189174
prediction;0.19143541531479014;-0.31588683360189174
prediction;0.19143541531479014;-0.31588683360189174
prediction;0.19143541531479014;-0.31588683360189174
prediction;0.19143541531479014;-0.31588683360189174
prediction;0.19143541531479014;-0.31588683360189174
prediction;0.19143541531479014;-0.31588683360189174
update;1.345723912945531;0.8204594928457533
prediction;1.345723912945531;0.8204594928457533
prediction;1.345723912945531;0.8204594928457533
prediction;1.345723912945531;0.8204594928457533
prediction;1.345723912945531;0.8204594928457533
prediction;1.345723912945531;0.8204594928457533
prediction;1.345723912945531;0.8204594928457533
prediction;1.345723912945531;0.8204594928457533
prediction;1.345723912945531;0.8204594928457533
update;0.08043718044125825;0.14109478343183546
prediction;0.08043718044125825;0.14109478343183546
prediction;0.08043718044125825;0.14109478343183546
prediction;0.08043718044125825;0.14109478343183546
prediction;0.08043718044125825;0.14109478343183546
prediction;0.08043718044125825;0.14109478343183546
prediction;0.08043718044125825;0.14109478343183546
prediction;0.08043718044125825;0.14109478343183546
prediction;0.08043718044125825;0.14109478343183546
update;0.7628273352646254;-0.34475143340754055
prediction;0.7628273352646254;-0.34475143340754055
prediction;0.7628273352646254;-0.34475143340754055
prediction;0.7628273352646254;-0.34475143340754055
prediction;0.7628273352646254;-0.34475143340754055
prediction;0.7628273352646254;-0.34475143340754055
prediction;0.7628273352646254;-0.34475143340754055
prediction;0.7628273352646254;-0.34475143340754055
prediction;0.7628273352646254;-0.34475143340754055
update;-0.16251091302809917;-0.5550404685121676
prediction;-0.16251091302809917;-0.5550404685121676
prediction;-0.16251091302809917;-0.5550404685121676
prediction;-0.16251091302809917;-0.5550404685121676
prediction;-0.16251091302809917;-0.5550404685121676
prediction;-0.16251091302809917;-0.5550404685121676
prediction;-0.16251091302809917;-0.5550404685121676
prediction;-0.16251091302809917;-0.5550404685121676
prediction;-0.16251091302809917;-0.5550404685121676
update;0.0737325850149147;-0.15799626569423897
prediction;0.0737325850149147;-0.15799626569423897
prediction;0.0737325850149147;-0.15799626569423897
prediction;0.0737325850149147;-0.15799626569423897
prediction;0.0737325850149147;-0.15799626569423897
prediction;0.0737325850149147;-0.15799626569423897
prediction;0.0737325850149147;-0.15799626569423897
prediction;0.0737325850149147;-0.15799626569423897
prediction;0.0737325850149147;-0.15799626569423897
update;-6.645695847898037E-4;-0.155906972466943
prediction;-6.645695847898037E-4;-0.155906972466943
prediction;-6.645695847898037E-4;-0.155906972466943
prediction;-6.645695847898037E-4;-0.155906972466943
prediction;-6.645695847898037E-4;-0.155906972466943
prediction;-6.645695847898037E-4;-0.155906972466943
prediction;-6.645695847898037E-4;-0.155906972466943
prediction;-6.645695847898037E-4;-0.155906972466943
prediction;-6.645695847898037E-4;-0.155906972466943
update;-0.06918145772788518;-0.15843170379163407
prediction;-0.06918145772788518;-0.15843170379163407
prediction;-0.06918145772788518;-0.15843170379163407
prediction;-0.06918145772788518;-0.15843170379163407
prediction;-0.06918145772788518;-0.15843170379163407
prediction;-0.06918145772788518;-0.15843170379163407
prediction;-0.06918145772788518;-0.15843170379163407
prediction;-0.06918145772788518;-0.15843170379163407
prediction;-0.06918145772788518;-0.15843170379163407
update;-0.11349431273998131;-0.13888495738563206
prediction;-0.11349431273998131;-0.13888495738563206
prediction;-0.11349431273998131;-0.13888495738563206
prediction;-0.11503849307646681;-0.1402234337565328
prediction;-0.11503849307646681;-0.1402234337565328
prediction;-0.11503849307646681;-0.1402234337565328
prediction;-0.11503849307646681;-0.1402234337565328
prediction;-0.11503849307646681;-0.1402234337565328
prediction;-0.11658250992162987;-0.1415617668479671
update;0.018488771517712485;-0.2709702897177949
prediction;0.018488771517712485;-0.2709702897177949
prediction;0.01597706988258155;-0.2724647242537604
prediction;0.01597706988258155;-0.2724647242537604
prediction;0.013465905043911583;-0.27395883826451845
prediction;0.010954466165249019;-0.2754531133617076
prediction;0.008443563044356896;-0.2769470681391319
prediction;0.003544661989074953;-0.27986184606519626
prediction;-0.0013521378081794199;-0.2827753725923157
update;0.05192129178754109;-0.261389298354805
prediction;0.047847791700638076;-0.26374332917960386
prediction;0.037533457879848645;-0.26970385927947194
prediction;0.027220173987946274;-0.27566375785672576
