vehicle2,20967,-67.64927093982358,-41.71421779374552,-67.64927093982358,-41.71421779374552,0.0
vehicle2,21968,-67.64927093982358,-41.71421779374552,-67.70374693833142,-41.70653102172186,0.05501564211721899
vehicle2,22168,-67.70374693833142,-41.70653102172186,-67.62864307298128,-41.762902419300836,0.0939059372752318
vehicle2,22368,-67.62864307298128,-41.762902419300836,-67.69846802106932,-41.72610545425199,0.07892743510531282
vehicle2,22568,-67.69846802106932,-41.72610545425199,-67.71106778613097,-41.737340573002086,0.016881409092179073
vehicle2,22768,-67.71106778613097,-41.737340573002086,-67.63195130313744,-41.76134976982308,0.0826792562451678
vehicle2,22969,-67.63195130313744,-41.76134976982308,-67.70019016499536,-41.745791097699275,0.0699901031998126
vehicle2,23169,-67.70019016499536,-41.745791097699275,-67.7140138037687,-41.75636453352541,0.017403750575806242
vehicle2,23369,-67.7140138037687,-41.75636453352541,-67.70432209413975,-41.72978891071562,0.028287682182528525
vehicle2,23569,-67.70432209413975,-41.72978891071562,-67.74769576265473,-41.73894440882457,0.04432942889401895
vehicle2,23769,-67.74769576265473,-41.73894440882457,-67.76177955139445,-41.7235383985124,0.02087338638084114
vehicle2,23970,-67.76177955139445,-41.7235383985124,-67.84081957753664,-41.668931734259935,0.09606879573169627
vehicle2,24170,-67.84081957753664,-41.668931734259935,-67.75178264784932,-41.75508724377678,0.12389651596493673
vehicle2,24370,-67.75079674861614,-41.75509307064057,-67.73991645057548,-41.70572268566424,0.050555076878236724
vehicle2,24570,-67.73597255524136,-41.70574116944961,-67.85484481446412,-41.67749600175373,0.12218184607743551
vehicle2,24770,-67.83236576586302,-41.677601088053386,-67.71905025646991,-41.74602578904773,0.1323719924122308
vehicle2,24971,-67.66877092358244,-41.74686066503794,-67.72192566188433,-41.689807263837075,0.07797766855022685
vehicle2,25171,-67.6430894956337,-41.68894439639372,-67.72487906405334,-41.6697141074922,0.0840198638031903
vehicle2,25371,-67.6164567152642,-41.66660208991591,-67.55033083770391,-41.63549149582996,0.07307872978849676
vehicle2,25571,-67.41139660340438,-41.62677146066358,-67.50893560781205,-41.529497272677716,0.13775385667613196
vehicle2,25771,-67.34106208092312,-41.49594779734197,-67.3995100445413,-41.4265311095941,0.09074602464569391
vehicle2,25972,-67.20744418924289,-41.36617103396907,-67.21880835730275,-41.256250625935074,0.11050629130530162
vehicle2,26172,-67.01313863276158,-41.15898045349627,-66.99955868673192,-41.20234588538118,0.045442002780832755
vehicle2,26372,-66.76358815731436,-41.105645419068146,-66.77509340425883,-40.997147086295016,0.10910664013616304
vehicle2,26572,-66.53064006267124,-40.864048643059014,-66.67674502963962,-40.73926372777809,0.19214040817719608
vehicle2,26772,-66.43989494095779,-40.54711552062872,-66.34212286469611,-40.64525642375832,0.1385316417415605
vehicle2,26973,-66.05571820573493,-40.470051144060136,-66.05910499775607,-40.38479240284214,0.08532598264463209
vehicle2,27173,-65.76238157445907,-40.17631589460635,-65.86665097279345,-40.129314332600735,0.11437331096012378
vehicle2,27373,-65.57478979337854,-39.88295340577194,-65.43462189742992,-39.98488741118582,0.17331353240407785
vehicle2,27573,-65.09327684874734,-39.77091930938909,-65.15626777486602,-39.661037069721004,0.12665687256428348
vehicle2,27773,-64.82050860053485,-39.40135342597466,-64.84259337638103,-39.40451076560001,0.022309328042006662
vehicle2,27974,-64.4921684990786,-39.12777450772877,-64.43561725226009,-39.118729244228405,0.05727006468059623
vehicle2,28174,-64.06240442505303,-38.83763587988592,-64.08440508741106,-38.82194735020153,0.027021456434651658
vehicle2,28374,-63.701311120355776,-38.52087292471023,-63.67391519902863,-38.53031635499924,0.02897783430463185
vehicle2,28574,-63.2701396670138,-38.22409694648941,-63.24555678319288,-38.20621590657522,0.030398186876289226
vehicle2,28774,-62.82487276163823,-37.888672416432755,-62.77473678682694,-37.94619610780522,0.07630590435472955
vehicle2,28975,-62.32228672204857,-37.64092538778577,-62.322847968490024,-37.535405661432776,0.10552121894282188
vehicle2,29175,-61.87490232692801,-37.19460702609072,-61.95776285468787,-37.15493217272212,0.09186926063957984
vehicle2,29375,-61.51802459175181,-36.77792378047077,-61.38716447302255,-36.87637009527371,0.1637560611767224
vehicle2,29575,-60.893796692032886,-36.54200621822854,-60.90033761658239,-36.46237236415919,0.07990203006120644
vehicle2,29775,-60.409376293220575,-36.09645081956608,-60.463441656544205,-36.05799820434002,0.06634506107495743
vehicle2,29976,-59.980375895008706,-35.664577212019154,-59.85610243826658,-35.73813586107799,0.14441179627024217
vehicle2,30176,-59.3293176010923,-35.385495886914626,-59.40512670187263,-35.27187601730187,0.13658877893861612
vehicle2,30376,-58.90892040618732,-34.86779101685794,-57.90361688730543,-34.60979570056053,1.037880893121994
vehicle2,30576,-57.29067330854109,-34.39906922374831,-57.26010678438413,-34.026542734515104,0.37377840705350857
vehicle2,30776,-56.7020483015615,-33.693805078319755,-56.763457458567125,-33.5098318187809,0.19395165580497584
vehicle2,30977,-56.25630812633064,-33.11562123504121,-56.24334436608374,-33.022480412698464,0.09403867218555438
vehicle2,31177,-55.762618264835176,-32.614884144880115,-55.78558641125164,-32.505293023821196,0.1119720927944056
vehicle2,31377,-55.34240402209208,-32.07286853076447,-55.13731463498787,-32.13903503637668,0.21549863843587158
vehicle2,31577,-54.655689867635715,-31.77521589015336,-54.64234419821633,-31.70909583112928,0.06745345875193741
vehicle2,31777,-54.18591602217053,-31.343256946472046,-54.379263583609315,-31.21353081864942,0.23283502261081052
vehicle2,31978,-53.999400950660544,-30.795366423976667,-53.81170049715412,-30.92037175878015,0.22551672659882158
vehicle2,32178,-53.397957928381146,-30.58651628051693,-53.45928302496538,-30.497373382481875,0.10819992486667232
vehicle2,32378,-53.09216998023741,-30.15788327082129,-52.17781878794035,-30.222358174400025,0.9166215773406889
vehicle2,32578,-51.723050413293066,-30.108491367704378,-51.56299253367471,-29.92777346744644,0.2414072996028968
