vehicle2,prediction,20967,-67.64927093982358,-41.71421779374552
vehicle2,update,20967,-67.64927093982358,-41.71421779374552
vehicle2,prediction,21968,-67.64927093982358,-41.71421779374552
vehicle2,update,21968,-67.70374693833142,-41.70653102172186
vehicle2,prediction,22168,-67.70374693833142,-41.70653102172186
vehicle2,update,22168,-67.62864307298128,-41.762902419300836
vehicle2,prediction,22368,-67.62864307298128,-41.762902419300836
vehicle2,update,22368,-67.69846802106932,-41.72610545425199
vehicle2,prediction,22568,-67.69846802106932,-41.72610545425199
vehicle2,update,22568,-67.71106778613097,-41.737340573002086
vehicle2,prediction,22768,-67.71106778613097,-41.737340573002086
vehicle2,update,22768,-67.63195130313744,-41.76134976982308
vehicle2,prediction,22969,-67.63195130313744,-41.76134976982308
vehicle2,update,22969,-67.70019016499536,-41.745791097699275
vehicle2,prediction,23169,-67.70019016499536,-41.745791097699275
vehicle2,update,23169,-67.7140138037687,-41.75636453352541
vehicle2,prediction,23369,-67.7140138037687,-41.75636453352541
vehicle2,update,23369,-67.70432209413975,-41.72978891071562
vehicle2,prediction,23569,-67.70432209413975,-41.72978891071562
vehicle2,update,23569,-67.74769576265473,-41.73894440882457
vehicle2,prediction,23769,-67.74769576265473,-41.73894440882457
vehicle2,update,23769,-67.76177955139445,-41.7235383985124
vehicle2,prediction,23970,-67.76177955139445,-41.7235383985124
vehicle2,update,23970,-67.84081957753664,-41.668931734259935
vehicle2,prediction,24170,-67.84081957753664,-41.668931734259935
vehicle2,update,24170,-67.75178264784932,-41.75508724377678
vehicle2,prediction,24370,-67.75079674861614,-41.75509307064057
vehicle2,update,24370,-67.73991645057548,-41.70572268566424
vehicle2,prediction,24570,-67.73597255524136,-41.70574116944961
vehicle2,update,24570,-67.85484481446412,-41.67749600175373
vehicle2,prediction,24770,-67.83236576586302,-41.677601088053386
vehicle2,update,24770,-67.71905025646991,-41.74602578904773
vehicle2,prediction,24971,-67.66877092358244,-41.74686066503794
vehicle2,update,24971,-67.72192566188433,-41.689807263837075
vehicle2,prediction,25171,-67.6430894956337,-41.68894439639372
vehicle2,update,25171,-67.72487906405334,-41.6697141074922
vehicle2,prediction,25371,-67.6164567152642,-41.66660208991591
vehicle2,update,25371,-67.55033083770391,-41.63549149582996
vehicle2,prediction,25571,-67.41139660340438,-41.62677146066358
vehicle2,update,25571,-67.50893560781205,-41.529497272677716
